2025-06-07T10:23:13.735Z | CPU temp: 42.8°C | CPU load: 0.03
2025-06-07T10:23:23.734Z | CPU temp: 42.8°C | CPU load: 0.02
2025-06-07T10:23:33.736Z | CPU temp: 42.3°C | CPU load: 0.02
2025-06-07T10:23:43.739Z | CPU temp: 43.3°C | CPU load: 0.02
2025-06-07T10:23:53.740Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:24:03.740Z | CPU temp: 43.3°C | CPU load: 0.01
2025-06-07T10:24:13.743Z | CPU temp: 41.8°C | CPU load: 0.01
2025-06-07T10:24:23.745Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:24:33.746Z | CPU temp: 43.8°C | CPU load: 0.00
2025-06-07T10:24:43.749Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:24:53.750Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:25:03.752Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:25:13.752Z | CPU temp: 42.3°C | CPU load: 0.15
2025-06-07T10:25:23.758Z | CPU temp: 42.8°C | CPU load: 0.13
2025-06-07T10:25:33.754Z | CPU temp: 42.3°C | CPU load: 0.11
2025-06-07T10:25:43.758Z | CPU temp: 42.8°C | CPU load: 0.09
2025-06-07T10:25:53.760Z | CPU temp: 44.3°C | CPU load: 0.08
2025-06-07T10:26:03.758Z | CPU temp: 43.8°C | CPU load: 0.06
2025-06-07T10:26:13.761Z | CPU temp: 42.8°C | CPU load: 0.05
2025-06-07T10:26:23.763Z | CPU temp: 43.8°C | CPU load: 0.04
2025-06-07T10:26:33.763Z | CPU temp: 43.8°C | CPU load: 0.04
2025-06-07T10:26:43.767Z | CPU temp: 43.8°C | CPU load: 0.03
2025-06-07T10:26:53.768Z | CPU temp: 43.3°C | CPU load: 0.03
2025-06-07T10:27:03.767Z | CPU temp: 43.8°C | CPU load: 0.02
2025-06-07T10:27:13.772Z | CPU temp: 41.8°C | CPU load: 0.02
2025-06-07T10:27:23.772Z | CPU temp: 41.8°C | CPU load: 0.01
2025-06-07T10:27:33.771Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:27:43.774Z | CPU temp: 43.3°C | CPU load: 0.01
2025-06-07T10:27:53.776Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:28:03.776Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:28:13.778Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:28:23.779Z | CPU temp: 42.8°C | CPU load: 0.16
2025-06-07T10:28:33.779Z | CPU temp: 42.3°C | CPU load: 0.14
2025-06-07T10:28:43.783Z | CPU temp: 42.3°C | CPU load: 0.12
2025-06-07T10:28:53.784Z | CPU temp: 42.3°C | CPU load: 0.10
2025-06-07T10:29:03.784Z | CPU temp: 42.8°C | CPU load: 0.08
2025-06-07T10:29:13.787Z | CPU temp: 43.3°C | CPU load: 0.07
2025-06-07T10:29:23.788Z | CPU temp: 42.8°C | CPU load: 0.06
2025-06-07T10:29:33.788Z | CPU temp: 42.8°C | CPU load: 0.05
2025-06-07T10:29:43.791Z | CPU temp: 42.8°C | CPU load: 0.04
2025-06-07T10:29:53.792Z | CPU temp: 42.8°C | CPU load: 0.03
2025-06-07T10:30:03.792Z | CPU temp: 42.8°C | CPU load: 0.03
2025-06-07T10:30:13.798Z | CPU temp: 42.3°C | CPU load: 0.02
2025-06-07T10:30:23.796Z | CPU temp: 42.3°C | CPU load: 0.02
2025-06-07T10:30:33.795Z | CPU temp: 42.8°C | CPU load: 0.02
2025-06-07T10:30:43.796Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:30:53.800Z | CPU temp: 43.3°C | CPU load: 0.01
2025-06-07T10:31:03.800Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:31:13.803Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:31:23.805Z | CPU temp: 41.8°C | CPU load: 0.01
2025-06-07T10:31:33.805Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:31:43.807Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:31:53.808Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:32:03.808Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:32:13.811Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:32:23.815Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:32:33.812Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:32:43.815Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:32:53.817Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:33:03.817Z | CPU temp: 44.3°C | CPU load: 0.00
2025-06-07T10:33:13.820Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:33:23.821Z | CPU temp: 41.8°C | CPU load: 0.00
2025-06-07T10:33:33.822Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:33:43.825Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:33:53.827Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:34:03.826Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:34:13.829Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:34:23.829Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:34:33.832Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:34:43.835Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:34:53.836Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:35:03.828Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:35:13.839Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:35:23.840Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:35:33.841Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:35:43.843Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:35:53.845Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:36:03.846Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:36:13.848Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:36:23.849Z | CPU temp: 43.8°C | CPU load: 0.00
2025-06-07T10:36:33.851Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:36:43.853Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:36:53.854Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:37:03.856Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:37:13.857Z | CPU temp: 42.8°C | CPU load: 0.08
2025-06-07T10:37:23.860Z | CPU temp: 42.3°C | CPU load: 0.07
2025-06-07T10:37:33.861Z | CPU temp: 43.3°C | CPU load: 0.06
2025-06-07T10:37:43.863Z | CPU temp: 43.3°C | CPU load: 0.05
2025-06-07T10:37:53.864Z | CPU temp: 43.8°C | CPU load: 0.04
2025-06-07T10:38:03.865Z | CPU temp: 42.8°C | CPU load: 0.03
2025-06-07T10:38:13.865Z | CPU temp: 41.8°C | CPU load: 0.03
2025-06-07T10:38:23.868Z | CPU temp: 43.8°C | CPU load: 0.02
2025-06-07T10:38:33.869Z | CPU temp: 43.3°C | CPU load: 0.09
2025-06-07T10:38:43.873Z | CPU temp: 43.8°C | CPU load: 0.08
2025-06-07T10:38:53.873Z | CPU temp: 43.3°C | CPU load: 0.07
2025-06-07T10:39:03.873Z | CPU temp: 41.8°C | CPU load: 0.06
2025-06-07T10:39:13.874Z | CPU temp: 43.8°C | CPU load: 0.21
2025-06-07T10:39:23.877Z | CPU temp: 43.3°C | CPU load: 0.17
2025-06-07T10:39:33.878Z | CPU temp: 43.3°C | CPU load: 0.15
2025-06-07T10:39:43.881Z | CPU temp: 43.8°C | CPU load: 0.12
2025-06-07T10:39:53.881Z | CPU temp: 42.8°C | CPU load: 0.10
2025-06-07T10:40:03.875Z | CPU temp: 43.8°C | CPU load: 0.09
2025-06-07T10:40:13.885Z | CPU temp: 42.3°C | CPU load: 0.07
2025-06-07T10:40:23.885Z | CPU temp: 42.8°C | CPU load: 0.06
2025-06-07T10:40:33.887Z | CPU temp: 42.8°C | CPU load: 0.05
2025-06-07T10:40:43.893Z | CPU temp: 42.8°C | CPU load: 0.04
2025-06-07T10:40:53.894Z | CPU temp: 43.3°C | CPU load: 0.04
2025-06-07T10:41:03.892Z | CPU temp: 42.3°C | CPU load: 0.03
2025-06-07T10:41:13.894Z | CPU temp: 42.8°C | CPU load: 0.02
2025-06-07T10:41:23.894Z | CPU temp: 42.3°C | CPU load: 0.02
2025-06-07T10:41:33.897Z | CPU temp: 41.8°C | CPU load: 0.02
2025-06-07T10:41:43.900Z | CPU temp: 42.3°C | CPU load: 0.01
2025-06-07T10:41:53.900Z | CPU temp: 41.8°C | CPU load: 0.01
2025-06-07T10:42:03.904Z | CPU temp: 43.3°C | CPU load: 0.01
2025-06-07T10:42:13.904Z | CPU temp: 42.8°C | CPU load: 0.01
2025-06-07T10:42:23.904Z | CPU temp: 43.3°C | CPU load: 0.01
2025-06-07T10:42:33.907Z | CPU temp: 43.3°C | CPU load: 0.00
2025-06-07T10:42:43.909Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:42:53.909Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:43:03.911Z | CPU temp: 41.8°C | CPU load: 0.00
2025-06-07T10:43:13.913Z | CPU temp: 41.8°C | CPU load: 0.00
2025-06-07T10:43:23.912Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:43:33.915Z | CPU temp: 41.8°C | CPU load: 0.00
2025-06-07T10:43:43.918Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:43:53.919Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:44:03.920Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:44:13.923Z | CPU temp: 42.8°C | CPU load: 0.00
2025-06-07T10:44:23.923Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:44:33.925Z | CPU temp: 42.3°C | CPU load: 0.00
2025-06-07T10:44:43.928Z | CPU temp: 42.8°C | CPU load: 0.00
